timestamp,strategy_name,iteration,status,symbol,timeframe,from_date,to_date,initial_deposit,final_balance,net_profit,profit_factor,monthly_return_pct,annual_return_pct,total_trades,win_rate,avg_win,avg_loss,max_drawdown_pct,max_daily_drawdown_pct,sharpe_ratio,recovery_factor,meets_criteria,analysis_summary
2026-01-30T05:56:36.711219,LondonBreakout_PropFirm_EA_v2,1,unprofitable,GBPUSD.r,M15 (2025.12.01 - 2025.12.31),2025.12.01,2025.12.31,100000.0,100000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Initial backtest run
