timestamp,strategy_name,iteration,status,symbol,timeframe,from_date,to_date,initial_deposit,final_balance,net_profit,profit_factor,monthly_return_pct,annual_return_pct,total_trades,win_rate,avg_win,avg_loss,max_drawdown_pct,max_daily_drawdown_pct,sharpe_ratio,recovery_factor,meets_criteria,analysis_summary
2026-01-30T04:43:47.789838,LondonBreakout_PropFirm_EA_v1,1,optimizing,GBPUSD.r,M15 (2025.12.01 - 2025.12.31),2025.12.01,2025.12.31,100000.0,98041.81,-1958.19,0.34,0.0,0.0,10,30.0,340.81,-421.32,1.96,0.0,-3.4,-0.98,False,# RISK MANAGEMENT ASSESSMENT & RECOMMENDATIONS ## LondonBreakout_PropFirm_EA_v1 ---
2026-01-30T05:52:44.213067,LondonBreakout_PropFirm_EA,1,unprofitable,GBPUSD.r,M15 (2025.12.01 - 2025.12.31),2025.12.01,2025.12.31,100000.0,98041.81,-1958.19,0.34,0.0,0.0,10,30.0,340.81,-421.32,1.96,0.0,-3.4,-0.98,False,Initial backtest run
